"date","material_no","ch3_ship_to_code","volume_units","actual_sales_value"
"2021-11-26","70173200","5520875","108","5347.08"
"2021-12-09","70173200","5520875","24","1188.24"
"2021-12-23","70173200","5520875","12","594.12"
"2021-12-28","70173200","5520875","-108","-5347.08"
"2022-02-10","70173200","5520875","12","656.88"
"2022-02-17","70173200","5520875","12","656.88"
"2022-02-25","70173200","5520875","12","492.72"
"2022-03-03","70173200","5520875","24","985.44"
"2022-03-10","70173200","5520875","24","985.44"
"2021-01-05","70173200","5520887","12","501.36"
"2021-01-07","70173200","5520887","48","1604.16"
"2021-01-16","70173200","5520887","24","802.08"
"2021-01-21","70173200","5520887","-12","-501.36"
"2021-01-23","70173200","5520887","180","6015.6"
"2021-01-30","70173200","5520887","36","1203.12"
"2021-02-04","70173200","5520887","-48","-1604.16"
"2021-03-06","70173200","5520887","48","1588.32"
"2021-01-05","70173200","5520888","36","1203.12"
"2021-01-12","70173200","5520888","60","2005.2"
"2021-01-19","70173200","5520888","24","802.08"
"2021-01-26","70173200","5520888","24","802.08"
"2021-03-03","70173200","5520888","60","1985.4"
"2021-01-04","70173200","5520897","48","1604.16"
"2021-03-01","70173200","5520897","24","794.16"
"2021-01-09","70173200","5520898","24","1002.72"
"2021-01-09","70173200","5520898","36","1203.12"
"2021-02-04","70173200","5520898","-24","-1002.72"
"2021-02-18","70173200","5520898","36","1203.12"
"2021-03-04","70173200","5520898","24","794.16"
"2021-04-21","70173200","5520898","96","3970.56"
"2021-05-06","70173200","5520898","24","992.64"
"2021-05-20","70173200","5520898","12","521.16"
"2021-05-27","70173200","5520898","36","1563.48"
"2021-06-03","70173200","5520898","12","521.16"
"2021-06-10","70173200","5520898","24","1042.32"
"2021-06-17","70173200","5520898","12","521.16"
"2021-07-01","70173200","5520898","12","521.16"
"2021-07-22","70173200","5520898","36","1782.36"
"2021-08-05","70173200","5520898","12","594.12"
"2021-08-11","70173200","5520898","36","1782.36"
"2021-09-02","70173200","5520898","24","1188.24"
"2021-09-16","70173200","5520898","12","594.12"
"2021-10-29","70173200","5520898","60","2970.6"
"2021-12-23","70173200","5520898","12","594.12"
"2022-01-20","70173200","5520898","12","587.04"
"2022-02-02","70173200","5520898","12","656.88"
"2022-02-09","70173200","5520898","24","1313.76"
"2022-02-17","70173200","5520898","12","656.88"
"2022-03-02","70173200","5520898","24","985.44"
"2022-03-09","70173200","5520898","24","985.44"
"2022-03-15","70173200","5520898","36","1478.16"
"2022-03-25","70173200","5520898","60","2463.6"
"2022-04-02","70173200","5520898","12","492.72"
"2022-04-09","70173200","5520898","12","656.88"
"2022-04-15","70173200","5520898","24","1313.76"
"2022-05-06","70173200","5520898","12","775.08"
"2022-05-13","70173200","5520898","12","775.08"
"2022-05-28","70173200","5520898","24","1550.16"
"2022-06-03","70173200","5520898","12","775.08"
"2022-07-02","70173200","5520898","24","1550.16"
"2022-07-16","70173200","5520898","12","775.08"
"2022-07-23","70173200","5520898","12","775.08"
"2021-06-01","70173200","5527476","12","521.16"
"2021-06-09","70173200","5527476","12","521.16"
"2021-06-15","70173200","5527476","12","521.16"
"2021-08-10","70173200","5527476","12","594.12"
"2021-08-30","70173200","5527476","624","30894.24"
"2021-09-14","70173200","5527476","12","594.12"
"2021-11-02","70173200","5527476","12","594.12"
"2021-11-08","70173200","5527476","12","594.12"
"2021-11-15","70173200","5527476","144","7129.44"
"2021-11-23","70173200","5527476","132","6535.32"
"2021-11-30","70173200","5527476","120","5941.2"
"2022-02-01","70173200","5527476","12","656.88"
"2022-03-08","70173200","5527476","72","2956.32"
"2022-05-30","70173200","5527476","12","775.08"
"2022-06-20","70173200","5527476","12","775.08"
"2021-07-20","70173200","5528921","12","594.12"
"2021-08-03","70173200","5528921","12","594.12"
"2021-12-06","70173200","5528921","60","2376.6"
"2022-03-10","70173200","5530506","24","1313.76"
"2022-04-14","70173200","5530506","48","2627.52"
"2022-04-28","70173200","5530506","12","775.08"
"2022-06-09","70173200","5530506","24","1550.16"
"2022-06-24","70173200","5530506","24","1550.16"
"2021-01-16","70173300","5516906","288","9624.96"
"2021-01-23","70173300","5516906","264","8822.88"
"2021-01-30","70173300","5516906","72","2406.24"
"2021-02-06","70173300","5516906","72","2406.24"
"2021-02-13","70173300","5516906","60","2481.6"
"2021-02-20","70173300","5516906","36","1191.24"
"2021-02-27","70173300","5516906","144","4764.96"
"2021-03-06","70173300","5516906","204","6750.36"
"2021-03-13","70173300","5516906","204","6750.36"
"2021-03-20","70173300","5516906","72","2382.48"
"2021-03-27","70173300","5516906","48","1588.32"
"2021-04-03","70173300","5516906","96","3176.64"
"2021-04-10","70173300","5516906","48","1588.32"
"2021-04-17","70173300","5516906","60","1985.4"
"2021-04-24","70173300","5516906","60","2481.6"
"2021-05-08","70173300","5516906","24","1042.32"
"2021-05-15","70173300","5516906","120","5211.6"
"2021-05-22","70173300","5516906","60","2605.8"
"2021-05-29","70173300","5516906","48","2084.64"
"2021-06-05","70173300","5516906","84","3648.12"
"2021-07-31","70173300","5516906","240","11882.4"
"2021-08-07","70173300","5516906","168","8317.68"
"2021-08-15","70173300","5516906","48","2376.48"
"2021-08-21","70173300","5516906","48","2376.48"
"2021-08-28","70173300","5516906","48","2376.48"
"2021-09-11","70173300","5516906","180","8911.8"
"2021-09-18","70173300","5516906","60","2970.6"
"2021-09-25","70173300","5516906","60","2970.6"
"2021-10-02","70173300","5516906","96","4752.96"
"2021-10-09","70173300","5516906","132","6535.32"
"2021-10-16","70173300","5516906","96","4752.96"
"2021-10-23","70173300","5516906","252","12476.52"
"2021-11-06","70173300","5516906","120","5941.2"
"2021-11-20","70173300","5516906","72","3564.72"
"2021-12-04","70173300","5516906","120","5941.2"
"2021-12-18","70173300","5516906","204","10100.04"
"2022-01-15","70173300","5516906","96","4696.32"
"2022-01-29","70173300","5516906","36","1970.64"
"2022-02-05","70173300","5516906","72","3941.28"
"2022-02-12","70173300","5516906","12","656.88"
"2022-02-19","70173300","5516906","12","492.72"
"2022-02-26","70173300","5516906","84","3449.04"
"2022-03-05","70173300","5516906","144","5912.64"
"2022-03-12","70173300","5516906","228","9361.68"
"2022-03-26","70173300","5516906","276","11332.56"
"2022-04-09","70173300","5516906","336","18392.64"
"2022-04-23","70173300","5516906","72","4650.48"
"2021-01-15","70173300","5517876","1200","40104"
"2021-01-18","70173300","5517876","240","8020.8"
"2021-01-22","70173300","5517876","480","16041.6"
"2021-01-25","70173300","5517876","480","16041.6"
"2021-01-29","70173300","5517876","240","8020.8"
"2021-02-19","70173300","5517876","240","7941.6"
"2021-03-01","70173300","5517876","720","23824.8"
"2021-03-05","70173300","5517876","1116","36928.44"
"2021-03-15","70173300","5517876","480","15883.2"
"2021-03-19","70173300","5517876","240","7941.6"
"2021-03-22","70173300","5517876","240","7941.6"
"2021-04-19","70173300","5517876","240","9926.4"
"2021-05-09","70173300","5517876","156","6775.08"
"2021-05-10","70173300","5517876","312","13550.16"
"2021-05-16","70173300","5517876","84","3648.12"
"2021-05-17","70173300","5517876","120","5211.6"
"2021-05-21","70173300","5517876","48","2084.64"
"2021-05-23","70173300","5517876","84","3648.12"
"2021-05-24","70173300","5517876","132","5732.76"
"2021-05-28","70173300","5517876","60","2605.8"
"2021-05-30","70173300","5517876","84","3648.12"
"2021-05-31","70173300","5517876","108","4690.44"
"2021-06-04","70173300","5517876","12","521.16"
"2021-06-06","70173300","5517876","24","1042.32"
"2021-06-07","70173300","5517876","108","4690.44"
"2021-06-11","70173300","5517876","12","521.16"
"2021-06-21","70173300","5517876","96","4169.28"
"2021-07-04","70173300","5517876","12","416.88"
"2021-07-30","70173300","5517876","180","8911.8"
"2021-08-01","70173300","5517876","48","2376.48"
"2021-08-02","70173300","5517876","84","4158.84"
"2021-08-06","70173300","5517876","336","16635.36"
"2021-08-08","70173300","5517876","132","6535.32"
"2021-08-09","70173300","5517876","216","10694.16"
"2021-08-13","70173300","5517876","48","2376.48"
"2021-08-15","70173300","5517876","96","4752.96"
"2021-08-20","70173300","5517876","36","1782.36"
"2021-08-22","70173300","5517876","36","1782.36"
"2021-08-23","70173300","5517876","84","4158.84"
"2021-08-26","70173300","5517876","-84","-4158.84"
"2021-08-29","70173300","5517876","192","9505.92"
"2021-09-03","70173300","5517876","144","7129.44"
"2021-09-05","70173300","5517876","24","1188.24"
"2021-09-06","70173300","5517876","12","594.12"
"2021-09-10","70173300","5517876","192","9505.92"
"2021-09-17","70173300","5517876","180","8911.8"
"2021-09-19","70173300","5517876","24","1188.24"
"2021-09-24","70173300","5517876","168","8317.68"
"2021-10-03","70173300","5517876","12","594.12"
"2021-10-04","70173300","5517876","36","1782.36"
"2021-10-08","70173300","5517876","216","10694.16"
"2021-10-10","70173300","5517876","12","594.12"
"2021-10-11","70173300","5517876","12","594.12"
"2021-10-17","70173300","5517876","12","594.12"
"2021-10-23","70173300","5517876","252","12476.52"
"2021-10-24","70173300","5517876","12","594.12"
"2021-10-25","70173300","5517876","24","1188.24"
"2021-10-29","70173300","5517876","120","5941.2"
"2021-10-31","70173300","5517876","60","2970.6"
"2021-11-01","70173300","5517876","48","2376.48"
"2021-11-05","70173300","5517876","396","19605.96"
"2021-11-07","70173300","5517876","12","594.12"
"2021-11-12","70173300","5517876","24","1188.24"
"2021-11-20","70173300","5517876","144","7129.44"
"2021-12-03","70173300","5517876","312","15447.12"
"2021-12-10","70173300","5517876","12","594.12"
"2021-12-17","70173300","5517876","204","10100.04"
"2021-12-30","70173300","5517876","24","1188.24"
"2022-01-14","70173300","5517876","156","7631.52"
"2022-01-21","70173300","5517876","84","4109.28"
"2022-01-24","70173300","5517876","-276","-13664.76"
"2022-01-28","70173300","5517876","108","5911.92"
"2022-02-07","70173300","5517876","108","5911.92"
"2022-02-11","70173300","5517876","84","4598.16"
"2022-02-18","70173300","5517876","168","6898.08"
"2022-02-24","70173300","5517876","-108","-5911.92"
"2022-02-25","70173300","5517876","180","7390.8"
"2022-03-04","70173300","5517876","384","15767.04"
"2022-03-11","70173300","5517876","420","17245.2"
"2022-03-12","70173300","5517876","12","492.72"
"2022-03-18","70173300","5517876","612","25128.72"
"2022-03-25","70173300","5517876","516","21186.96"
"2022-03-31","70173300","5517876","276","15108.24"
"2022-04-08","70173300","5517876","192","10510.08"
"2022-04-15","70173300","5517876","168","9196.32"
"2022-04-22","70173300","5517876","168","10851.12"
"2022-04-29","70173300","5517876","12","775.08"
"2022-05-06","70173300","5517876","72","4650.48"
"2021-02-18","70173300","5520875","12","401.04"
"2021-02-25","70173300","5520875","36","1191.24"
"2021-03-04","70173300","5520875","24","794.16"
"2021-03-11","70173300","5520875","228","7544.52"
"2021-03-18","70173300","5520875","60","1985.4"
"2021-03-25","70173300","5520875","12","397.08"
"2021-04-01","70173300","5520875","12","397.08"
"2021-04-15","70173300","5520875","12","397.08"
"2021-04-22","70173300","5520875","12","397.08"
"2021-05-20","70173300","5520875","12","521.16"
"2021-05-27","70173300","5520875","12","521.16"
"2021-06-10","70173300","5520875","24","1042.32"
"2021-08-06","70173300","5520875","12","594.12"
"2021-08-12","70173300","5520875","12","594.12"
"2021-08-19","70173300","5520875","12","594.12"
"2021-09-09","70173300","5520875","204","10100.04"
"2021-09-30","70173300","5520875","12","594.12"
"2021-10-15","70173300","5520875","12","594.12"
"2021-10-28","70173300","5520875","24","1188.24"
"2021-11-25","70173300","5520875","168","8317.68"
"2021-11-26","70173300","5520875","168","8317.68"
"2021-12-23","70173300","5520875","12","594.12"
"2021-12-28","70173300","5520875","-168","-8317.68"
"2022-01-20","70173300","5520875","12","587.04"
"2022-02-03","70173300","5520875","12","656.88"
"2022-02-17","70173300","5520875","12","656.88"
"2022-03-03","70173300","5520875","12","492.72"
"2022-03-10","70173300","5520875","12","492.72"
"2021-02-27","70173300","5520887","12","397.08"
"2021-01-19","70173300","5520888","48","1604.16"
"2021-01-26","70173300","5520888","84","2807.28"
"2021-02-02","70173300","5520888","48","1604.16"
"2021-02-16","70173300","5520888","12","401.04"
"2021-02-23","70173300","5520888","12","397.08"
"2021-03-03","70173300","5520888","36","1191.24"
"2021-03-09","70173300","5520888","396","13103.64"
"2021-03-30","70173300","5520888","36","1191.24"
"2021-04-20","70173300","5520888","12","397.08"
"2021-05-18","70173300","5520888","12","521.16"
"2021-06-01","70173300","5520888","24","1042.32"
"2021-06-08","70173300","5520888","24","1042.32"
"2021-06-15","70173300","5520888","12","521.16"
"2021-06-22","70173300","5520888","24","1042.32"
"2021-08-03","70173300","5520888","24","1188.24"
"2021-08-10","70173300","5520888","48","2376.48"
"2021-09-07","70173300","5520888","108","5347.08"
"2021-09-14","70173300","5520888","60","2970.6"
"2021-09-28","70173300","5520888","12","594.12"
"2021-10-06","70173300","5520888","12","594.12"
"2021-10-12","70173300","5520888","12","594.12"
"2021-11-04","70173300","5520888","24","1188.24"
"2021-11-09","70173300","5520888","36","1782.36"
"2021-11-16","70173300","5520888","12","475.32"
"2021-11-30","70173300","5520888","48","2376.48"
"2021-12-07","70173300","5520888","36","1782.36"
"2021-12-14","70173300","5520888","12","594.12"
"2022-01-04","70173300","5520888","12","594.12"
"2022-01-10","70173300","5520888","12","587.04"
"2022-02-15","70173300","5520888","24","1313.76"
"2022-02-22","70173300","5520888","24","985.44"
"2022-03-01","70173300","5520888","48","1970.88"
"2022-03-08","70173300","5520888","36","1478.16"
"2022-03-15","70173300","5520888","72","2956.32"
"2022-03-20","70173300","5520888","60","2463.6"
"2022-03-27","70173300","5520888","96","3941.76"
"2022-04-05","70173300","5520888","12","492.72"
"2022-04-12","70173300","5520888","24","985.44"
"2022-04-19","70173300","5520888","12","656.88"
"2022-05-10","70173300","5520888","24","1550.16"
"2021-03-01","70173300","5520897","36","1191.24"
"2021-03-04","70173300","5520898","72","2382.48"
"2021-03-10","70173300","5520898","24","794.16"
"2021-03-25","70173300","5520898","96","3176.64"
"2021-08-30","70173300","5527476","420","20794.2"
"2021-11-02","70173300","5527476","12","594.12"
"2021-11-15","70173300","5527476","120","5941.2"
"2021-11-23","70173300","5527476","96","4752.96"
"2021-11-30","70173300","5527476","84","4158.84"
"2022-03-08","70173300","5527476","24","985.44"
"2022-03-15","70173300","5527476","12","492.72"
"2022-03-22","70173300","5527476","12","492.72"
"2022-04-05","70173300","5527476","12","492.72"
"2022-05-17","70173300","5527476","12","775.08"
"2021-12-06","70173300","5528921","48","1901.28"
"2022-04-14","70173300","5530506","48","2627.52"
"2022-04-28","70173300","5530506","12","775.08"
"2022-05-26","70173300","5530506","12","775.08"
"2021-01-21","70173601","5520898","24","1233.6"
"2021-02-04","70173601","5520898","12","610.68"
"2021-02-18","70173601","5520898","12","610.68"
"2021-01-16","70173800","5516906","24","1002.72"
"2021-01-23","70173800","5516906","24","992.64"
"2021-02-06","70173800","5516906","12","496.32"
"2021-02-13","70173800","5516906","12","496.32"
"2021-03-06","70173800","5516906","108","3573.72"
"2021-03-13","70173800","5516906","12","397.08"
"2021-03-20","70173800","5516906","24","794.16"
"2021-04-10","70173800","5516906","24","794.16"
"2021-05-22","70173800","5516906","24","1042.32"
"2021-05-29","70173800","5516906","12","521.16"
"2021-06-12","70173800","5516906","12","521.16"
"2021-06-19","70173800","5516906","12","521.16"
"2021-06-26","70173800","5516906","12","521.16"
"2021-07-03","70173800","5516906","12","521.16"
"2021-07-31","70173800","5516906","24","1188.24"
"2021-08-15","70173800","5516906","24","1188.24"
"2021-08-28","70173800","5516906","108","5347.08"
"2021-09-11","70173800","5516906","12","594.12"
"2021-09-25","70173800","5516906","48","2376.48"
"2021-10-16","70173800","5516906","24","1188.24"
"2021-11-06","70173800","5516906","36","1782.36"
"2021-11-20","70173800","5516906","60","2970.6"
"2021-12-04","70173800","5516906","48","2376.48"
"2021-12-18","70173800","5516906","48","2376.48"
"2022-02-19","70173800","5516906","12","656.88"
"2022-02-26","70173800","5516906","12","656.88"
"2022-03-05","70173800","5516906","24","1313.76"
"2022-06-18","70173800","5516906","12","775.08"
"2022-07-02","70173800","5516906","12","775.08"
"2022-07-16","70173800","5516906","48","3100.32"
"2021-05-31","70173800","5517876","24","1042.32"
"2021-06-18","70173800","5517876","12","521.16"
"2021-06-20","70173800","5517876","12","521.16"
"2021-07-05","70173800","5517876","24","1042.32"
"2021-07-09","70173800","5517876","12","594.12"
"2021-09-20","70173800","5517876","12","594.12"
"2021-10-01","70173800","5517876","12","594.12"
"2021-10-11","70173800","5517876","12","594.12"
"2021-10-29","70173800","5517876","12","594.12"
"2021-11-05","70173800","5517876","24","1188.24"
"2021-12-03","70173800","5517876","12","594.12"
"2021-12-10","70173800","5517876","12","594.12"
"2021-12-17","70173800","5517876","12","594.12"
"2021-12-30","70173800","5517876","48","2376.48"
"2022-01-14","70173800","5517876","24","1174.08"
"2022-01-21","70173800","5517876","12","587.04"
"2022-01-24","70173800","5517876","-48","-2376.48"
"2022-01-28","70173800","5517876","12","656.88"
"2022-02-11","70173800","5517876","36","1970.64"
"2022-03-11","70173800","5517876","36","1970.64"
"2022-04-15","70173800","5517876","12","656.88"
"2022-06-17","70173800","5517876","84","5425.56"
"2022-06-24","70173800","5517876","12","775.08"
"2022-07-15","70173800","5517876","12","775.08"
"2022-07-22","70173800","5517876","12","886.68"
"2022-07-29","70173800","5517876","12","886.68"
"2021-01-16","70173800","5527476","264","11029.92"
"2021-02-01","70173800","5527476","240","9926.4"
"2021-03-08","70173800","5527476","1440","47649.6"
"2021-05-10","70173800","5527476","240","10423.2"
"2021-08-30","70173800","5527476","708","35053.08"
"2021-11-15","70173800","5527476","480","23764.8"
"2021-11-30","70173800","5527476","240","11882.4"
"2022-06-20","70173800","5527476","48","3100.32"
"2020-12-30","70173901","5471692","240","12336"
"2021-01-09","70173901","5471692","480","19737.6"
"2021-01-13","70173901","5471692","240","9868.8"
"2021-01-16","70173901","5471692","2628","108063.36"
"2021-01-21","70173901","5471700","3624","149018.88"
"2021-03-29","70173901","5471700","3996","162677.16"
"2021-05-20","70173901","5471700","3936","168264"
"2021-07-27","70173901","5471700","2808","105019.2"
"2021-09-27","70173901","5471700","3972","186326.52"
"2021-11-28","70173901","5471700","540","26319.6"
"2022-01-19","70173901","5471700","1512","70081.2"
"2022-07-28","70173901","5471700","516","32451.24"
"2020-12-28","70173901","5471735","480","24672"
"2021-01-18","70173901","5471735","240","9868.8"
"2021-01-25","70173901","5471735","5652","232410.24"
"2021-02-01","70173901","5471735","1200","49344"
"2021-02-21","70173901","5471735","480","19737.6"
"2021-03-29","70173901","5471735","6000","244260"
"2021-04-19","70173901","5471735","480","19540.8"
"2021-04-26","70173901","5471735","1200","48852"
"2021-05-24","70173901","5471735","6228","266247"
"2021-06-14","70173901","5471735","960","41040"
"2021-06-21","70173901","5471735","240","10260"
"2021-08-09","70173901","5471735","2880","107712"
"2021-08-23","70173901","5471735","240","8976"
"2021-08-30","70173901","5471735","240","14620.8"
"2021-09-05","70173901","5471735","240","14620.8"
"2021-09-13","70173901","5471735","960","58483.2"
"2021-09-20","70173901","5471735","240","11258.4"
"2021-09-21","70173901","5471735","5988","280897.08"
"2021-09-27","70173901","5471735","720","33775.2"
"2021-10-11","70173901","5471735","1440","67550.4"
"2021-10-17","70173901","5471735","720","33775.2"
"2021-11-22","70173901","5471735","6924","337475.76"
"2022-01-24","70173901","5471735","312","14461.2"
"2022-03-07","70173901","5471735","480","33225.6"
"2022-03-14","70173901","5471735","1200","83064"
"2022-03-21","70173901","5471735","168","8722.56"
"2021-01-12","70173901","5471736","1200","61680"
"2021-01-19","70173901","5471736","3528","145071.36"
"2021-02-16","70173901","5471736","1200","49344"
"2021-03-30","70173901","5471736","4428","180263.88"
"2021-04-27","70173901","5471736","1200","48852"
"2021-05-25","70173901","5471736","4248","181602"
"2021-07-06","70173901","5471736","12","641.28"
"2021-07-20","70173901","5471736","3540","132396"
"2021-08-03","70173901","5471736","1200","44880"
"2021-09-21","70173901","5471736","4452","208843.32"
"2021-09-27","70173901","5471736","1200","56292"
"2021-11-15","70173901","5471736","-12","-641.28"
"2021-11-23","70173901","5471736","264","12867.36"
"2021-12-06","70173901","5471736","480","23395.2"
"2021-12-28","70173901","5471736","240","11697.6"
"2022-01-23","70173901","5471736","1320","79450.8"
"2021-01-21","70173901","5516832","4092","168263.04"
"2021-02-20","70173901","5516906","768","39083.52"
"2021-03-06","70173901","5516906","48","2442.72"
"2021-03-13","70173901","5516906","72","3664.08"
"2021-03-20","70173901","5516906","96","4885.44"
"2021-04-17","70173901","5516906","48","2442.72"
"2021-04-24","70173901","5516906","180","9160.2"
"2021-05-08","70173901","5516906","96","5130.24"
"2021-05-15","70173901","5516906","204","10901.76"
"2021-05-22","70173901","5516906","84","4488.96"
"2021-05-29","70173901","5516906","84","4488.96"
"2021-06-05","70173901","5516906","36","1923.84"
"2021-06-12","70173901","5516906","24","1282.56"
"2021-06-19","70173901","5516906","36","1923.84"
"2021-06-26","70173901","5516906","36","1923.84"
"2021-07-03","70173901","5516906","24","1026"
"2021-07-10","70173901","5516906","72","4386.24"
"2021-07-17","70173901","5516906","72","4386.24"
"2021-07-24","70173901","5516906","72","4386.24"
"2021-07-31","70173901","5516906","36","2193.12"
"2021-08-07","70173901","5516906","60","3655.2"
"2021-08-15","70173901","5516906","60","3655.2"
"2021-08-28","70173901","5516906","144","8772.48"
"2021-09-11","70173901","5516906","48","2251.68"
"2021-09-18","70173901","5516906","108","6579.36"
"2021-09-25","70173901","5516906","108","6579.36"
"2021-10-02","70173901","5516906","60","3655.2"
"2021-10-09","70173901","5516906","48","2924.16"
"2021-10-16","70173901","5516906","48","2924.16"
"2021-10-23","70173901","5516906","132","8041.44"
"2021-11-06","70173901","5516906","132","8041.44"
"2021-11-20","70173901","5516906","120","7310.4"
"2021-12-04","70173901","5516906","204","12427.68"
"2021-12-18","70173901","5516906","168","10234.56"
"2022-01-15","70173901","5516906","120","7222.8"
"2022-01-29","70173901","5516906","48","3322.56"
"2022-02-05","70173901","5516906","60","4153.2"
"2022-02-12","70173901","5516906","84","5814.48"
"2022-02-19","70173901","5516906","24","1661.28"
"2022-02-26","70173901","5516906","132","9137.04"
"2022-03-05","70173901","5516906","36","2491.92"
"2022-03-12","70173901","5516906","156","10798.32"
"2022-03-26","70173901","5516906","192","13290.24"
"2022-04-09","70173901","5516906","216","14951.52"
"2022-04-23","70173901","5516906","336","27444.48"
"2022-05-07","70173901","5516906","96","7841.28"
"2022-05-21","70173901","5516906","60","4900.8"
"2022-06-04","70173901","5516906","84","6861.12"
"2022-06-18","70173901","5516906","24","1568.16"
"2022-07-02","70173901","5516906","156","10193.04"
"2022-07-16","70173901","5516906","204","13329.36"
"2022-07-23","70173901","5516906","60","3920.4"
"2022-08-06","70173901","5516906","72","6728.4"
"2021-02-19","70173901","5517876","2184","111143.76"
"2021-02-22","70173901","5517876","12","610.68"
"2021-02-26","70173901","5517876","12","610.68"
"2021-03-05","70173901","5517876","72","3664.08"
"2021-03-07","70173901","5517876","72","3664.08"
"2021-03-14","70173901","5517876","36","1832.04"
"2021-03-15","70173901","5517876","12","610.68"
"2021-03-19","70173901","5517876","36","1832.04"
"2021-03-21","70173901","5517876","48","2442.72"
"2021-03-22","70173901","5517876","120","6106.8"
"2021-03-26","70173901","5517876","84","4274.76"
"2021-04-16","70173901","5517876","144","7328.16"
"2021-04-18","70173901","5517876","72","3664.08"
"2021-04-19","70173901","5517876","108","5496.12"
"2021-04-23","70173901","5517876","228","11602.92"
"2021-04-25","70173901","5517876","84","4274.76"
"2021-04-26","70173901","5517876","144","7328.16"
"2021-04-30","70173901","5517876","36","1832.04"
"2021-05-09","70173901","5517876","84","4488.96"
"2021-05-10","70173901","5517876","108","5771.52"
"2021-05-14","70173901","5517876","12","641.28"
"2021-05-16","70173901","5517876","108","5771.52"
"2021-05-17","70173901","5517876","252","13466.88"
"2021-05-21","70173901","5517876","48","2565.12"
"2021-05-23","70173901","5517876","24","1282.56"
"2021-05-24","70173901","5517876","84","4488.96"
"2021-05-28","70173901","5517876","36","1923.84"
"2021-05-30","70173901","5517876","36","1923.84"
"2021-05-31","70173901","5517876","96","5130.24"
"2021-06-04","70173901","5517876","36","1923.84"
"2021-06-06","70173901","5517876","36","1923.84"
"2021-06-07","70173901","5517876","108","5771.52"
"2021-06-11","70173901","5517876","96","5130.24"
"2021-06-13","70173901","5517876","48","2565.12"
"2021-06-14","70173901","5517876","108","5771.52"
"2021-06-18","70173901","5517876","24","1282.56"
"2021-06-20","70173901","5517876","36","1923.84"
"2021-06-21","70173901","5517876","84","4488.96"
"2021-06-25","70173901","5517876","48","2565.12"
"2021-06-27","70173901","5517876","12","641.28"
"2021-06-28","70173901","5517876","72","3847.68"
"2021-07-02","70173901","5517876","84","4488.96"
"2021-07-09","70173901","5517876","36","2193.12"
"2021-07-11","70173901","5517876","24","1462.08"
"2021-07-12","70173901","5517876","48","2924.16"
"2021-07-16","70173901","5517876","36","2193.12"
"2021-07-18","70173901","5517876","12","731.04"
"2021-07-19","70173901","5517876","60","3655.2"
"2021-07-23","70173901","5517876","84","5117.28"
"2021-07-25","70173901","5517876","84","5117.28"
"2021-07-26","70173901","5517876","144","8772.48"
"2021-07-30","70173901","5517876","60","3655.2"
"2021-08-01","70173901","5517876","12","731.04"
"2021-08-02","70173901","5517876","48","2924.16"
"2021-08-06","70173901","5517876","60","3655.2"
"2021-08-08","70173901","5517876","48","2924.16"
"2021-08-09","70173901","5517876","72","4386.24"
"2021-08-13","70173901","5517876","60","3655.2"
"2021-08-15","70173901","5517876","60","3655.2"
"2021-08-20","70173901","5517876","12","731.04"
"2021-08-22","70173901","5517876","36","2193.12"
"2021-08-23","70173901","5517876","60","3655.2"
"2021-08-26","70173901","5517876","-60","-3655.2"
"2021-08-27","70173901","5517876","24","1462.08"
"2021-08-29","70173901","5517876","168","10234.56"
"2021-09-03","70173901","5517876","84","5117.28"
"2021-09-05","70173901","5517876","36","2193.12"
"2021-09-10","70173901","5517876","132","8041.44"
"2021-09-12","70173901","5517876","12","562.92"
"2021-09-17","70173901","5517876","180","10965.6"
"2021-09-19","70173901","5517876","12","731.04"
"2021-09-20","70173901","5517876","12","731.04"
"2021-09-24","70173901","5517876","252","15351.84"
"2021-10-03","70173901","5517876","12","731.04"
"2021-10-04","70173901","5517876","36","2193.12"
"2021-10-08","70173901","5517876","288","17544.96"
"2021-10-17","70173901","5517876","12","731.04"
"2021-10-23","70173901","5517876","120","7310.4"
"2021-10-29","70173901","5517876","120","7310.4"
"2021-10-31","70173901","5517876","12","731.04"
"2021-11-05","70173901","5517876","360","21931.2"
"2021-11-20","70173901","5517876","372","22662.24"
"2021-11-28","70173901","5517876","12","731.04"
"2021-12-03","70173901","5517876","312","19007.04"
"2021-12-17","70173901","5517876","300","18276"
"2021-12-30","70173901","5517876","204","10234.56"
"2022-01-14","70173901","5517876","444","26724.36"
"2022-01-21","70173901","5517876","144","8667.36"
"2022-01-24","70173901","5517876","-324","-19738.08"
"2022-01-28","70173901","5517876","132","9137.04"
"2022-02-07","70173901","5517876","72","4983.84"
"2022-02-11","70173901","5517876","144","9967.68"
"2022-02-18","70173901","5517876","228","15782.16"
"2022-02-24","70173901","5517876","-72","-4983.84"
"2022-02-25","70173901","5517876","108","7475.76"
"2022-03-04","70173901","5517876","204","14120.88"
"2022-03-11","70173901","5517876","240","16612.8"
"2022-03-18","70173901","5517876","228","15782.16"
"2022-03-25","70173901","5517876","192","13290.24"
"2022-03-31","70173901","5517876","168","11628.96"
"2022-04-08","70173901","5517876","120","8306.4"
"2022-04-15","70173901","5517876","168","11628.96"
"2022-04-22","70173901","5517876","192","15682.56"
"2022-04-29","70173901","5517876","132","10781.76"
"2022-05-06","70173901","5517876","156","12742.08"
"2022-05-13","70173901","5517876","36","2940.48"
